,Unnamed: 0,None,ticker,date,open,high,low,close,volume
0,0,249,MNDY,2023-04-03,140.16,140.39,135.395,138.99,457345.0
1,1,248,MNDY,2023-04-04,140.0,141.88,138.23,140.54,507530.0
2,2,247,MNDY,2023-04-05,138.72,140.51,127.3,129.36,1134847.0
3,3,246,MNDY,2023-04-06,128.54,134.62,124.31,133.87,562603.0
4,4,245,MNDY,2023-04-10,132.09,134.7622,129.82,134.75,339035.0
5,5,244,MNDY,2023-04-11,134.99,134.99,129.76,132.81,332691.0
6,6,243,MNDY,2023-04-12,136.48,136.91,131.435,132.8,391077.0
7,7,242,MNDY,2023-04-13,135.51,138.53,131.63,132.54,660400.0
8,8,241,MNDY,2023-04-14,131.38,134.4,129.48,130.92,452882.0
9,9,240,MNDY,2023-04-17,130.74,132.53,129.62,131.97,532480.0
10,10,239,MNDY,2023-04-18,133.61,134.6,132.21,132.38,546301.0
11,11,238,MNDY,2023-04-19,130.72,132.62,128.6472,129.6,574186.0
12,12,237,MNDY,2023-04-20,127.9,130.43,127.03,128.14,284566.0
13,13,236,MNDY,2023-04-21,128.29,133.53,127.53,130.32,466190.0
14,14,235,MNDY,2023-04-24,129.99,130.0475,122.0901,126.44,529119.0
15,15,234,MNDY,2023-04-25,126.25,126.25,118.71,119.07,486652.0
16,16,233,MNDY,2023-04-26,122.5,126.505,122.215,123.69,393208.0
17,17,232,MNDY,2023-04-27,124.59,125.44,121.51,123.84,325017.0
18,18,231,MNDY,2023-04-28,121.78,123.04,117.51,121.92,557281.0
19,19,230,MNDY,2023-05-01,120.63,121.18,117.53,119.91,399726.0
20,20,229,MNDY,2023-05-02,119.67,119.835,111.22,112.06,978363.0
21,21,228,MNDY,2023-05-03,112.47,114.41,108.345,111.18,1033488.0
22,22,227,MNDY,2023-05-04,111.39,114.205,109.58,110.15,875864.0
23,23,226,MNDY,2023-05-05,111.08,117.78,111.08,116.25,615282.0
24,24,225,MNDY,2023-05-08,118.28,125.325,117.8,124.5,1096987.0
25,25,224,MNDY,2023-05-09,123.48,129.685,123.48,127.38,576092.0
26,26,223,MNDY,2023-05-10,131.01,135.16,130.6,131.26,875601.0
27,27,222,MNDY,2023-05-11,132.19,134.11,129.67,133.01,553379.0
28,28,221,MNDY,2023-05-12,133.64,133.67,128.17,131.1,1121768.0
29,29,220,MNDY,2023-05-15,150.91,152.97,138.36,152.8,5069764.0
30,30,219,MNDY,2023-05-16,153.98,155.93,149.0,149.84,1697444.0
31,31,218,MNDY,2023-05-17,150.0,152.73,147.075,150.55,1172706.0
32,32,217,MNDY,2023-05-18,150.78,150.78,145.24,150.0,1145050.0
