,None,ticker,date,open,high,low,close,volume
85,164,GOOG,2023-08-04,129.6,131.93,128.315,128.54,20431996.0
86,163,GOOG,2023-08-07,129.51,132.06,129.43,131.94,17586255.0
87,162,GOOG,2023-08-08,130.98,131.94,130.13,131.84,16802780.0
88,161,GOOG,2023-08-09,132.19,132.47,129.505,130.15,17647457.0
89,160,GOOG,2023-08-10,131.97,132.647,130.035,130.21,17621617.0
90,159,GOOG,2023-08-11,129.202,130.44,128.75,130.17,15161408.0
91,158,GOOG,2023-08-14,129.85,131.91,129.59,131.83,17486495.0
92,157,GOOG,2023-08-15,131.59,131.99,129.819,130.27,14708806.0
93,156,GOOG,2023-08-16,129.28,130.8975,128.46,129.11,17469232.0
94,155,GOOG,2023-08-17,130.45,132.4913,129.85,130.46,23592591.0
95,154,GOOG,2023-08-18,129.06,129.83,127.0,128.11,23370275.0
96,153,GOOG,2023-08-21,127.85,129.26,127.16,128.93,21196184.0
97,152,GOOG,2023-08-22,129.13,130.95,128.925,129.69,15541903.0
98,151,GOOG,2023-08-23,130.85,134.07,130.51,133.21,26125860.0
99,150,GOOG,2023-08-24,134.7272,134.97,130.3,130.42,18588088.0
100,149,GOOG,2023-08-25,130.14,131.4,128.04,130.69,20653188.0
101,148,GOOG,2023-08-28,132.08,133.24,130.85,131.79,16684221.0
102,147,GOOG,2023-08-29,132.9981,137.295,132.98,135.49,30718225.0
103,146,GOOG,2023-08-30,135.57,137.25,135.021,136.93,21706765.0
104,145,GOOG,2023-08-31,137.05,138.4,136.82,137.35,28039322.0
105,144,GOOG,2023-09-01,138.43,138.58,135.94,136.8,16620087.0
106,143,GOOG,2023-09-05,136.44,137.37,135.56,136.71,17599528.0
107,142,GOOG,2023-09-06,137.015,137.48,134.69,135.37,15703939.0
108,141,GOOG,2023-09-07,134.6,136.58,133.9601,136.2,16930441.0
109,140,GOOG,2023-09-08,135.87,137.515,135.87,137.2,17262678.0
110,139,GOOG,2023-09-11,137.38,138.2638,136.55,137.74,17151639.0
111,138,GOOG,2023-09-12,137.13,137.64,135.93,136.07,15196890.0
112,137,GOOG,2023-09-13,135.9,137.7,134.93,137.5,16355037.0
113,136,GOOG,2023-09-14,138.39,139.55,137.06,138.99,18666202.0
114,135,GOOG,2023-09-15,138.8,139.36,137.18,138.3,47445160.0
115,134,GOOG,2023-09-18,137.63,139.93,137.63,138.96,15880047.0
116,133,GOOG,2023-09-19,138.25,139.175,137.5,138.83,15404047.0
117,132,GOOG,2023-09-20,138.83,138.84,134.52,134.59,21083741.0
118,131,GOOG,2023-09-21,132.39,133.19,131.09,131.36,22006985.0
119,130,GOOG,2023-09-22,131.68,133.01,130.51,131.25,17272248.0
120,129,GOOG,2023-09-25,130.77,132.22,130.03,132.17,14619534.0
121,128,GOOG,2023-09-26,130.914,131.405,128.19,129.45,20333215.0
122,127,GOOG,2023-09-27,129.44,131.72,129.38,131.46,18757310.0
123,126,GOOG,2023-09-28,130.69,134.1799,130.69,133.13,18090240.0
124,125,GOOG,2023-09-29,134.08,134.89,131.32,131.85,23211726.0
125,124,GOOG,2023-10-02,132.155,135.36,132.065,135.17,19162106.0
126,123,GOOG,2023-10-03,134.93,135.24,132.815,133.3,19404388.0
127,122,GOOG,2023-10-04,133.66,136.57,133.43,136.27,22820983.0
128,121,GOOG,2023-10-05,136.13,136.5,134.455,135.99,15897393.0
129,120,GOOG,2023-10-06,134.94,139.1857,134.94,138.73,20802385.0
130,119,GOOG,2023-10-09,137.99,139.97,136.7,139.5,16566243.0
131,118,GOOG,2023-10-10,139.51,140.74,138.43,139.2,19522282.0
132,117,GOOG,2023-10-11,139.85,142.22,139.84,141.7,20102357.0
133,116,GOOG,2023-10-12,142.16,142.38,139.45,140.29,18131940.0
134,115,GOOG,2023-10-13,140.65,141.34,137.97,138.58,19336550.0
135,114,GOOG,2023-10-16,139.73,140.905,139.32,140.49,17321256.0
136,113,GOOG,2023-10-17,140.03,141.25,138.5287,140.99,17397237.0
137,112,GOOG,2023-10-18,140.75,141.99,138.705,139.28,18245542.0
138,111,GOOG,2023-10-19,139.8,141.005,138.6,138.98,21787855.0
139,110,GOOG,2023-10-20,138.59,139.04,136.245,136.74,24679142.0
140,109,GOOG,2023-10-23,136.23,139.02,135.11,137.9,20710292.0
141,108,GOOG,2023-10-24,139.16,140.7099,138.75,140.12,24816339.0
142,107,GOOG,2023-10-25,129.77,130.1,126.09,126.67,58260975.0
143,106,GOOG,2023-10-26,124.47,125.46,122.32,123.44,33598705.0
144,105,GOOG,2023-10-27,124.03,124.44,121.46,123.4,37111255.0
145,104,GOOG,2023-10-30,124.46,126.55,123.88,125.75,24007368.0
146,103,GOOG,2023-10-31,126.27,126.56,123.925,125.3,21032604.0
147,102,GOOG,2023-11-01,125.34,127.74,124.925,127.57,26470919.0
148,101,GOOG,2023-11-02,129.56,130.09,128.11,128.58,23933888.0
149,100,GOOG,2023-11-03,129.09,130.73,129.01,130.37,19503762.0
150,99,GOOG,2023-11-06,130.22,131.56,129.93,131.45,15199920.0
151,98,GOOG,2023-11-07,131.98,133.28,131.14,132.4,19067127.0
152,97,GOOG,2023-11-08,132.36,133.54,132.16,133.26,15053389.0
153,96,GOOG,2023-11-09,133.36,133.96,131.51,131.69,17339599.0
154,95,GOOG,2023-11-10,131.53,134.27,130.87,134.06,20325581.0
155,94,GOOG,2023-11-13,133.36,134.11,132.77,133.64,15417117.0
156,93,GOOG,2023-11-14,135.65,137.24,135.1,135.43,21796842.0
157,92,GOOG,2023-11-15,136.64,136.84,135.33,136.38,15788460.0
158,91,GOOG,2023-11-16,136.96,138.8799,136.08,138.7,17547891.0
159,90,GOOG,2023-11-17,137.82,138.0,135.48,136.94,25445996.0
160,89,GOOG,2023-11-20,135.5,138.425,135.49,137.92,19548899.0
161,88,GOOG,2023-11-21,137.94,138.965,137.705,138.62,17499141.0
162,87,GOOG,2023-11-22,139.1,141.1,139.0,140.02,17222570.0
163,86,GOOG,2023-11-24,139.54,139.677,137.47,138.22,8827268.0
164,85,GOOG,2023-11-27,137.57,139.63,137.54,138.05,17854379.0
165,84,GOOG,2023-11-28,137.63,138.66,137.04,138.62,17001861.0
166,83,GOOG,2023-11-29,138.985,139.67,136.295,136.4,20969648.0
167,82,GOOG,2023-11-30,136.4,136.96,132.79,133.92,28449524.0
168,81,GOOG,2023-12-01,133.32,133.5,132.1517,133.32,23890723.0
169,80,GOOG,2023-12-04,131.294,131.45,129.4,130.63,23961718.0
170,79,GOOG,2023-12-05,130.37,133.54,129.73,132.39,19184251.0
171,78,GOOG,2023-12-06,132.9,133.31,131.31,131.43,16265640.0
172,77,GOOG,2023-12-07,136.6,140.0,136.23,138.45,38128062.0
173,76,GOOG,2023-12-08,135.66,137.99,135.57,136.64,22874622.0
174,75,GOOG,2023-12-11,133.82,134.79,132.89,134.7,24374958.0
175,74,GOOG,2023-12-12,133.27,134.54,132.83,133.64,26324939.0
176,73,GOOG,2023-12-13,134.545,134.78,132.95,133.97,24899068.0
177,72,GOOG,2023-12-14,134.77,135.035,131.06,133.2,29533367.0
178,71,GOOG,2023-12-15,132.92,134.83,132.63,133.84,58456507.0
179,70,GOOG,2023-12-18,133.86,138.38,133.77,137.19,24922335.0
180,69,GOOG,2023-12-19,138.0,138.77,137.45,138.1,20601632.0
181,68,GOOG,2023-12-20,140.33,143.0783,139.41,139.66,33333942.0
182,67,GOOG,2023-12-21,140.77,142.03,140.4725,141.8,18069791.0
183,66,GOOG,2023-12-22,142.13,143.25,142.055,142.72,18459082.0
184,65,GOOG,2023-12-26,142.98,143.945,142.5001,142.82,11148376.0
185,64,GOOG,2023-12-27,142.83,143.32,141.0512,141.44,17018501.0
186,63,GOOG,2023-12-28,141.85,142.27,140.8283,141.28,12136768.0
187,62,GOOG,2023-12-29,140.68,141.435,139.9,140.93,14827275.0
188,61,GOOG,2024-01-02,139.6,140.6147,137.74,139.56,19233751.0
189,60,GOOG,2024-01-03,138.6,141.09,138.43,140.36,18523508.0
190,59,GOOG,2024-01-04,139.85,140.635,138.01,138.04,17985106.0
191,58,GOOG,2024-01-05,138.352,138.81,136.85,137.39,15140136.0
192,57,GOOG,2024-01-08,138.0,140.64,137.88,140.53,17479145.0
193,56,GOOG,2024-01-09,140.06,142.7998,139.79,142.56,19280321.0
194,55,GOOG,2024-01-10,142.52,144.525,142.46,143.8,16554742.0
195,54,GOOG,2024-01-11,144.895,146.66,142.215,143.67,17418733.0
196,53,GOOG,2024-01-12,144.34,144.74,143.36,144.24,13775549.0
197,52,GOOG,2024-01-16,143.43,145.84,143.0564,144.08,19149223.0
198,51,GOOG,2024-01-17,142.91,143.41,140.51,142.89,17797350.0
199,50,GOOG,2024-01-18,143.44,145.585,143.35,144.99,18701255.0
200,49,GOOG,2024-01-19,146.305,148.04,145.8,147.97,26723145.0
201,48,GOOG,2024-01-22,148.71,150.015,147.58,147.71,21269289.0
202,47,GOOG,2024-01-23,147.72,148.86,147.19,148.68,14028284.0
203,46,GOOG,2024-01-24,150.29,151.57,149.84,150.35,18892741.0
204,45,GOOG,2024-01-25,151.74,154.76,151.22,153.64,21368603.0
205,44,GOOG,2024-01-26,152.87,154.11,152.8,153.79,19457066.0
206,43,GOOG,2024-01-29,153.64,155.2,152.92,154.84,20748071.0
207,42,GOOG,2024-01-30,154.01,155.04,152.775,153.05,26055291.0
208,41,GOOG,2024-01-31,145.39,145.59,141.55,141.8,43744035.0
209,40,GOOG,2024-02-01,143.69,144.62,142.26,142.71,25091043.0
210,39,GOOG,2024-02-02,140.89,143.88,138.17,143.54,41767871.0
211,38,GOOG,2024-02-05,144.04,146.67,143.91,144.93,28319859.0
212,37,GOOG,2024-02-06,145.96,146.74,144.52,145.41,21380469.0
213,36,GOOG,2024-02-07,146.12,147.0,145.2103,146.68,21344386.0
214,35,GOOG,2024-02-08,146.97,147.61,146.42,147.22,18174490.0
215,34,GOOG,2024-02-09,147.95,150.695,147.43,150.22,21844602.0
216,33,GOOG,2024-02-12,149.54,150.59,148.56,148.73,17199144.0
217,32,GOOG,2024-02-13,146.07,148.04,145.11,146.37,18028035.0
218,31,GOOG,2024-02-14,147.37,147.83,145.555,147.14,16049259.0
219,30,GOOG,2024-02-15,144.46,144.76,141.88,143.94,26480445.0
220,29,GOOG,2024-02-16,144.21,144.48,141.52,141.76,21795326.0
221,28,GOOG,2024-02-20,140.94,143.3285,140.8,142.2,18587241.0
222,27,GOOG,2024-02-21,142.64,143.98,141.91,143.84,16261355.0
223,26,GOOG,2024-02-22,146.12,146.2,144.01,145.32,22961479.0
224,25,GOOG,2024-02-23,144.97,145.955,144.79,145.29,14491103.0
225,24,GOOG,2024-02-26,143.45,143.84,138.74,138.75,33357918.0
226,23,GOOG,2024-02-27,139.41,140.49,138.5,140.1,22319919.0
227,22,GOOG,2024-02-28,139.1,139.28,136.64,137.43,30424964.0
228,21,GOOG,2024-02-29,138.35,139.95,137.57,139.78,35149722.0
229,20,GOOG,2024-03-01,139.61,140.0,137.975,138.08,28460551.0
230,19,GOOG,2024-03-04,136.54,136.63,132.86,134.2,43232337.0
231,18,GOOG,2024-03-05,132.74,134.02,131.55,133.78,27809391.0
232,17,GOOG,2024-03-06,134.24,134.74,131.95,132.56,23084241.0
233,16,GOOG,2024-03-07,133.89,135.82,132.66,135.24,24018212.0
234,15,GOOG,2024-03-08,135.035,138.985,134.8,136.29,26439086.0
235,14,GOOG,2024-03-11,137.07,139.98,137.07,138.94,22462576.0
236,13,GOOG,2024-03-12,138.25,140.28,138.21,139.62,18951920.0
237,12,GOOG,2024-03-13,140.06,142.19,140.01,140.77,19589151.0
238,11,GOOG,2024-03-14,142.3,144.73,141.485,144.34,35991108.0
239,10,GOOG,2024-03-15,143.41,144.34,141.1301,142.17,40566690.0
240,9,GOOG,2024-03-18,149.37,152.93,148.14,148.48,47585882.0
241,8,GOOG,2024-03-19,148.98,149.62,147.01,147.92,17763861.0
242,7,GOOG,2024-03-20,148.79,149.76,147.665,149.68,17619813.0
243,6,GOOG,2024-03-21,150.32,151.305,148.0101,148.74,19798455.0
244,5,GOOG,2024-03-22,150.24,152.56,150.09,151.77,19180486.0
245,4,GOOG,2024-03-25,150.95,151.456,148.8,151.15,15047965.0
246,3,GOOG,2024-03-26,151.24,153.2,151.03,151.7,19275612.0
247,2,GOOG,2024-03-27,152.145,152.69,150.13,151.94,16593999.0
248,1,GOOG,2024-03-28,152.0,152.67,151.33,152.26,21068018.0
249,0,GOOG,2024-04-01,151.83,157.0,151.65,156.5,24416137.0
